,agent_gender,agent_year_of_birth,footfall,staypoint_planningarea,datetime
2341,M,1983,40,AM,21/2/2018 6:00
2342,M,1984,40,AM,21/2/2018 6:00
2343,M,1986,40,AM,21/2/2018 6:00
2344,M,1987,40,AM,21/2/2018 6:00
2345,M,1988,40,AM,21/2/2018 6:00
2346,M,1989,40,AM,21/2/2018 6:00
2347,M,1990,40,AM,21/2/2018 6:00
2348,M,1991,40,AM,21/2/2018 6:00
2349,M,1992,40,AM,21/2/2018 6:00
2350,M,1993,40,AM,21/2/2018 6:00
2351,M,1994,40,AM,21/2/2018 6:00
2352,M,1995,40,AM,21/2/2018 6:00
2353,M,1996,40,AM,21/2/2018 6:00
2354,M,1997,40,AM,21/2/2018 6:00
2355,M,1998,40,AM,21/2/2018 6:00
2356,M,1999,40,AM,21/2/2018 6:00
2357,M,2000,40,AM,21/2/2018 6:00
2360,M,2001,40,AM,21/2/2018 6:00
2382,M,2002,40,AM,21/2/2018 6:00
2383,M,2003,40,AM,21/2/2018 6:00
2386,M,2004,40,AM,21/2/2018 6:00
2391,M,2005,40,AM,21/2/2018 6:00
2392,M,2006,40,AM,21/2/2018 6:00
2393,NA,1925,40,AM,21/2/2018 6:00
2394,NA,1930,40,AM,21/2/2018 6:00
2395,NA,1931,40,AM,21/2/2018 6:00
2396,NA,1933,40,AM,21/2/2018 6:00
2397,NA,1935,40,AM,21/2/2018 6:00
2398,NA,1936,40,AM,21/2/2018 6:00
2401,NA,1938,40,AM,21/2/2018 6:00
2402,NA,1939,40,AM,21/2/2018 6:00
2403,NA,1940,40,AM,21/2/2018 6:00
2404,NA,1941,40,AM,21/2/2018 6:00
2405,NA,1942,40,AM,21/2/2018 6:00
2406,NA,1943,40,AM,21/2/2018 6:00
2407,NA,1944,40,AM,21/2/2018 6:00
2409,NA,1945,40,AM,21/2/2018 6:00
2410,NA,1946,40,AM,21/2/2018 6:00
2411,NA,1947,40,AM,21/2/2018 6:00
2412,NA,1948,40,AM,21/2/2018 6:00
2413,NA,1949,40,AM,21/2/2018 6:00
2414,NA,1950,40,AM,21/2/2018 6:00
2415,NA,1951,40,AM,21/2/2018 6:00
2416,NA,1952,40,AM,21/2/2018 6:00
2417,NA,1953,40,AM,21/2/2018 6:00
2418,NA,1954,40,AM,21/2/2018 6:00
2419,NA,1955,40,AM,21/2/2018 6:00
2420,NA,1956,40,AM,21/2/2018 6:00
2421,NA,1958,40,AM,21/2/2018 6:00
2422,NA,1959,40,AM,21/2/2018 6:00
2424,NA,1960,40,AM,21/2/2018 6:00
2426,NA,1961,40,AM,21/2/2018 6:00
2427,NA,1962,40,AM,21/2/2018 6:00
2461,NA,1963,40,AM,21/2/2018 6:00
2467,NA,1966,40,AM,21/2/2018 6:00
2469,NA,1967,40,AM,21/2/2018 6:00
2470,NA,1994,40,AM,21/2/2018 6:00
2472,NA,1995,40,AM,21/2/2018 6:00
2475,NA,1996,40,AM,21/2/2018 6:00
2476,NA,1997,40,AM,21/2/2018 6:00
2477,NA,1998,40,AM,21/2/2018 6:00
2478,NA,1999,40,AM,21/2/2018 6:00
2480,NA,2000,40,AM,21/2/2018 6:00
2481,NA,2001,40,AM,21/2/2018 6:00
2482,NA,2002,40,AM,21/2/2018 6:00
2483,NA,2003,40,AM,21/2/2018 6:00
2484,NA,2013,40,AM,21/2/2018 6:00
2485,NA,NA,1401,AM,21/2/2018 5:00
2486,M,NA,235,AM,21/2/2018 5:00
2487,F,NA,89,AM,21/2/2018 5:00
2488,F,1931,40,AM,21/2/2018 5:00
2489,F,1938,40,AM,21/2/2018 5:00
2490,F,1941,40,AM,21/2/2018 5:00
2491,F,1942,40,AM,21/2/2018 5:00
2492,F,1945,40,AM,21/2/2018 5:00
2493,F,1946,40,AM,21/2/2018 5:00
2494,F,1947,40,AM,21/2/2018 5:00
2495,F,1948,40,AM,21/2/2018 5:00
2496,F,1949,40,AM,21/2/2018 5:00
2497,F,1950,40,AM,21/2/2018 5:00
2498,F,1951,40,AM,21/2/2018 5:00
2499,F,1952,40,AM,21/2/2018 5:00
2501,F,1953,40,AM,21/2/2018 5:00
2502,F,1954,40,AM,21/2/2018 5:00
2504,F,1955,40,AM,21/2/2018 5:00
2509,F,1956,40,AM,21/2/2018 5:00
2546,F,1957,40,AM,21/2/2018 5:00
2547,F,1958,40,AM,21/2/2018 5:00
2548,F,1959,40,AM,21/2/2018 5:00
2549,F,1960,40,AM,21/2/2018 5:00
2550,F,1961,40,AM,21/2/2018 5:00
2551,F,1962,40,AM,21/2/2018 5:00
2552,F,1963,40,AM,21/2/2018 5:00
2553,F,1964,40,AM,21/2/2018 5:00
2555,F,1965,40,AM,21/2/2018 5:00
2556,F,1966,40,AM,21/2/2018 5:00
2557,F,1967,40,AM,21/2/2018 5:00
2558,F,1968,40,AM,21/2/2018 5:00
2559,F,1969,40,AM,21/2/2018 5:00
2560,F,1970,40,AM,21/2/2018 5:00
2561,F,1971,40,AM,21/2/2018 5:00
2562,F,1972,40,AM,21/2/2018 5:00
2563,F,1973,40,AM,21/2/2018 5:00
2564,F,1974,40,AM,21/2/2018 5:00
2565,F,1975,40,AM,21/2/2018 5:00
2566,F,1976,40,AM,21/2/2018 5:00
2567,F,1977,40,AM,21/2/2018 5:00
2568,F,1978,40,AM,21/2/2018 5:00
2569,F,1979,40,AM,21/2/2018 5:00
2570,F,1980,40,AM,21/2/2018 5:00
2571,F,1981,40,AM,21/2/2018 5:00
2572,F,1982,40,AM,21/2/2018 5:00
2573,F,1983,40,AM,21/2/2018 5:00
2574,F,1984,40,AM,21/2/2018 5:00
2575,F,1985,40,AM,21/2/2018 5:00
2607,F,1986,40,AM,21/2/2018 5:00
2610,F,1987,40,AM,21/2/2018 5:00
2611,F,1988,40,AM,21/2/2018 5:00
2612,F,1989,40,AM,21/2/2018 5:00
2613,F,1990,40,AM,21/2/2018 5:00
2614,F,1991,40,AM,21/2/2018 5:00
2615,F,1992,40,AM,21/2/2018 5:00
2616,F,1993,40,AM,21/2/2018 5:00
2619,F,1994,40,AM,21/2/2018 5:00
2620,F,1995,40,AM,21/2/2018 5:00
2621,F,1996,40,AM,21/2/2018 5:00
2622,F,1997,40,AM,21/2/2018 5:00
2623,F,1998,40,AM,21/2/2018 5:00
2624,F,1999,40,AM,21/2/2018 5:00
2625,F,2000,40,AM,21/2/2018 5:00
2627,F,2001,40,AM,21/2/2018 5:00
2628,F,2002,40,AM,21/2/2018 5:00
2629,F,2004,40,AM,21/2/2018 5:00
2630,M,1929,40,AM,21/2/2018 5:00
2631,M,1938,40,AM,21/2/2018 5:00
2632,M,1940,40,AM,21/2/2018 5:00
2633,M,1941,40,AM,21/2/2018 5:00
2634,M,1942,40,AM,21/2/2018 5:00
2635,M,1944,40,AM,21/2/2018 5:00
2636,M,1945,40,AM,21/2/2018 5:00
2637,M,1946,40,AM,21/2/2018 5:00
2638,M,1947,40,AM,21/2/2018 5:00
2639,M,1948,40,AM,21/2/2018 5:00
2640,M,1949,40,AM,21/2/2018 5:00
2641,M,1950,40,AM,21/2/2018 5:00
2642,M,1951,40,AM,21/2/2018 5:00
2685,M,1952,40,AM,21/2/2018 5:00
2686,M,1953,40,AM,21/2/2018 5:00
2687,M,1954,40,AM,21/2/2018 5:00
2690,M,1955,40,AM,21/2/2018 5:00
2691,M,1956,40,AM,21/2/2018 5:00
2692,M,1957,40,AM,21/2/2018 5:00
2693,M,1958,40,AM,21/2/2018 5:00
2694,M,1959,40,AM,21/2/2018 5:00
2695,M,1960,40,AM,21/2/2018 5:00
2696,M,1961,40,AM,21/2/2018 5:00
2697,M,1962,40,AM,21/2/2018 5:00
2698,M,1963,40,AM,21/2/2018 5:00
2700,M,1964,40,AM,21/2/2018 5:00
2701,M,1965,40,AM,21/2/2018 5:00
2702,M,1966,40,AM,21/2/2018 5:00
2703,M,1967,40,AM,21/2/2018 5:00
2704,M,1968,40,AM,21/2/2018 5:00
2705,M,1969,40,AM,21/2/2018 5:00
2706,M,1970,40,AM,21/2/2018 5:00
2707,M,1971,40,AM,21/2/2018 5:00
2708,M,1972,40,AM,21/2/2018 5:00
2709,M,1973,40,AM,21/2/2018 5:00
2710,M,1974,40,AM,21/2/2018 5:00
2711,M,1975,40,AM,21/2/2018 5:00
2712,M,1976,40,AM,21/2/2018 5:00
2713,M,1977,40,AM,21/2/2018 5:00
2714,M,1978,40,AM,21/2/2018 5:00
2715,M,1979,40,AM,21/2/2018 5:00
2716,M,1980,40,AM,21/2/2018 5:00
2717,M,1981,40,AM,21/2/2018 5:00
2718,M,1982,40,AM,21/2/2018 5:00
2719,M,1983,40,AM,21/2/2018 5:00
2720,M,1984,40,AM,21/2/2018 5:00
2721,M,1985,40,AM,21/2/2018 5:00
2723,M,1986,40,AM,21/2/2018 5:00
2725,M,1987,40,AM,21/2/2018 5:00
2727,M,1988,40,AM,21/2/2018 5:00
2771,M,1989,40,AM,21/2/2018 5:00
2772,M,1990,40,AM,21/2/2018 5:00
2773,M,1991,40,AM,21/2/2018 5:00
2774,M,1992,40,AM,21/2/2018 5:00
2776,M,1993,40,AM,21/2/2018 5:00
2777,M,1994,40,AM,21/2/2018 5:00
2778,M,1995,40,AM,21/2/2018 5:00
2779,M,1996,40,AM,21/2/2018 5:00
2780,M,1997,40,AM,21/2/2018 5:00
2781,M,1998,40,AM,21/2/2018 5:00
2782,M,1999,40,AM,21/2/2018 5:00
2783,M,2000,40,AM,21/2/2018 5:00
2784,NA,1927,40,AM,21/2/2018 5:00
2785,NA,1933,40,AM,21/2/2018 5:00
2786,NA,1935,40,AM,21/2/2018 5:00
2787,NA,1937,40,AM,21/2/2018 5:00
2788,NA,1938,40,AM,21/2/2018 5:00
2789,NA,1939,40,AM,21/2/2018 5:00
2790,NA,1940,40,AM,21/2/2018 5:00
2791,NA,1941,40,AM,21/2/2018 5:00
2792,NA,1942,40,AM,21/2/2018 5:00
2793,NA,1944,40,AM,21/2/2018 5:00
2794,NA,1945,40,AM,21/2/2018 5:00
2795,NA,1946,40,AM,21/2/2018 5:00
2796,NA,1947,40,AM,21/2/2018 5:00
2830,NA,1948,40,AM,21/2/2018 5:00
2831,NA,1949,40,AM,21/2/2018 5:00
2832,NA,1950,40,AM,21/2/2018 5:00
2833,NA,1951,40,AM,21/2/2018 5:00
2834,NA,1952,40,AM,21/2/2018 5:00
2835,NA,1953,40,AM,21/2/2018 5:00
2836,NA,1954,40,AM,21/2/2018 5:00
2838,NA,1955,40,AM,21/2/2018 5:00
2839,NA,1956,40,AM,21/2/2018 5:00
2840,NA,1957,40,AM,21/2/2018 5:00
2841,NA,1958,40,AM,21/2/2018 5:00
2842,NA,1959,40,AM,21/2/2018 5:00
2843,NA,1960,40,AM,21/2/2018 5:00
2844,NA,1961,40,AM,21/2/2018 5:00
2845,NA,1962,40,AM,21/2/2018 5:00
2846,NA,1963,40,AM,21/2/2018 5:00
2848,NA,1964,40,AM,21/2/2018 5:00
2849,NA,1965,40,AM,21/2/2018 5:00
2850,NA,1966,40,AM,21/2/2018 5:00
2851,NA,1967,40,AM,21/2/2018 5:00
2852,NA,1968,40,AM,21/2/2018 5:00
2853,NA,1969,40,AM,21/2/2018 5:00
2854,NA,1970,40,AM,21/2/2018 5:00
2855,NA,1971,40,AM,21/2/2018 5:00
2856,NA,1972,40,AM,21/2/2018 5:00
2857,NA,1973,40,AM,21/2/2018 5:00
2858,NA,1974,40,AM,21/2/2018 5:00
2859,NA,1975,40,AM,21/2/2018 5:00
2860,NA,1976,40,AM,21/2/2018 5:00
2861,NA,1977,40,AM,21/2/2018 5:00
2862,NA,1978,40,AM,21/2/2018 5:00
2864,NA,1979,40,AM,21/2/2018 5:00
2907,NA,1980,40,AM,21/2/2018 5:00
2908,NA,1981,40,AM,21/2/2018 5:00
2909,NA,1982,40,AM,21/2/2018 5:00
2910,NA,1983,40,AM,21/2/2018 5:00
2915,NA,1984,40,AM,21/2/2018 5:00
2916,NA,1985,40,AM,21/2/2018 5:00
2917,NA,1986,40,AM,21/2/2018 5:00
2918,NA,1987,40,AM,21/2/2018 5:00
2919,NA,1988,40,AM,21/2/2018 5:00
2920,NA,1989,40,AM,21/2/2018 5:00
2922,NA,1990,40,AM,21/2/2018 5:00
2923,NA,1991,40,AM,21/2/2018 5:00
2924,NA,1992,40,AM,21/2/2018 5:00
2925,NA,1993,40,AM,21/2/2018 5:00
2926,NA,1994,40,AM,21/2/2018 5:00
2927,NA,1995,40,AM,21/2/2018 5:00
2928,NA,1996,40,AM,21/2/2018 5:00
2929,NA,1997,40,AM,21/2/2018 5:00
2930,NA,1998,40,AM,21/2/2018 5:00
2931,NA,1999,40,AM,21/2/2018 5:00
2932,NA,2001,40,AM,21/2/2018 5:00
2933,NA,NA,1272,AM,21/2/2018 4:00
2934,M,NA,157,AM,21/2/2018 4:00
2935,F,NA,85,AM,21/2/2018 4:00
2936,NA,1990,45,AM,21/2/2018 4:00
2937,F,1935,40,AM,21/2/2018 4:00
2938,F,1936,40,AM,21/2/2018 4:00
2939,F,1944,40,AM,21/2/2018 4:00
2940,F,1946,40,AM,21/2/2018 4:00
2942,F,1947,40,AM,21/2/2018 4:00
2948,F,1948,40,AM,21/2/2018 4:00
2987,F,1949,40,AM,21/2/2018 4:00
2988,F,1950,40,AM,21/2/2018 4:00
2989,F,1951,40,AM,21/2/2018 4:00
2990,F,1952,40,AM,21/2/2018 4:00
2991,F,1953,40,AM,21/2/2018 4:00
2992,F,1954,40,AM,21/2/2018 4:00
2994,F,1955,40,AM,21/2/2018 4:00
2995,F,1956,40,AM,21/2/2018 4:00
2996,F,1957,40,AM,21/2/2018 4:00
2997,F,1958,40,AM,21/2/2018 4:00
2998,F,1959,40,AM,21/2/2018 4:00
2999,F,1960,40,AM,21/2/2018 4:00
3000,F,1961,40,AM,21/2/2018 4:00
3001,F,1962,40,AM,21/2/2018 4:00
3002,F,1963,40,AM,21/2/2018 4:00
3003,F,1964,40,AM,21/2/2018 4:00
3004,F,1965,40,AM,21/2/2018 4:00
3005,F,1966,40,AM,21/2/2018 4:00
3006,F,1967,40,AM,21/2/2018 4:00
3007,F,1968,40,AM,21/2/2018 4:00
3008,F,1969,40,AM,21/2/2018 4:00
3009,F,1970,40,AM,21/2/2018 4:00
3010,F,1971,40,AM,21/2/2018 4:00
3011,F,1972,40,AM,21/2/2018 4:00
3012,F,1973,40,AM,21/2/2018 4:00
3013,F,1974,40,AM,21/2/2018 4:00
3014,F,1975,40,AM,21/2/2018 4:00
3015,F,1976,40,AM,21/2/2018 4:00
3020,F,1977,40,AM,21/2/2018 4:00
3022,F,1978,40,AM,21/2/2018 4:00
3046,F,1979,40,AM,21/2/2018 4:00
3049,F,1980,40,AM,21/2/2018 4:00
3050,F,1981,40,AM,21/2/2018 4:00
3051,F,1982,40,AM,21/2/2018 4:00
3052,F,1983,40,AM,21/2/2018 4:00
3053,F,1984,40,AM,21/2/2018 4:00
3054,F,1985,40,AM,21/2/2018 4:00
3055,F,1986,40,AM,21/2/2018 4:00
3056,F,1987,40,AM,21/2/2018 4:00
3057,F,1988,40,AM,21/2/2018 4:00
3058,F,1989,40,AM,21/2/2018 4:00
3059,F,1990,40,AM,21/2/2018 4:00
3060,F,1991,40,AM,21/2/2018 4:00
3061,F,1992,40,AM,21/2/2018 4:00
3062,F,1993,40,AM,21/2/2018 4:00
3063,F,1994,40,AM,21/2/2018 4:00
3064,F,1995,40,AM,21/2/2018 4:00
3065,F,1996,40,AM,21/2/2018 4:00
3066,F,1997,40,AM,21/2/2018 4:00
3068,F,1998,40,AM,21/2/2018 4:00
3069,F,1999,40,AM,21/2/2018 4:00
3070,F,2000,40,AM,21/2/2018 4:00
3071,F,2001,40,AM,21/2/2018 4:00
3072,F,2002,40,AM,21/2/2018 4:00
3073,M,1929,40,AM,21/2/2018 4:00
3074,M,1937,40,AM,21/2/2018 4:00
3075,M,1940,40,AM,21/2/2018 4:00
3076,M,1942,40,AM,21/2/2018 4:00
3077,M,1943,40,AM,21/2/2018 4:00
3078,M,1944,40,AM,21/2/2018 4:00
3079,M,1945,40,AM,21/2/2018 4:00
3080,M,1946,40,AM,21/2/2018 4:00
3081,M,1947,40,AM,21/2/2018 4:00
3082,M,1948,40,AM,21/2/2018 4:00
3083,M,1949,40,AM,21/2/2018 4:00
3084,M,1950,40,AM,21/2/2018 4:00
3125,M,1951,40,AM,21/2/2018 4:00
3126,M,1952,40,AM,21/2/2018 4:00
3127,M,1953,40,AM,21/2/2018 4:00
3128,M,1954,40,AM,21/2/2018 4:00
3129,M,1955,40,AM,21/2/2018 4:00
3134,M,1956,40,AM,21/2/2018 4:00
3135,M,1957,40,AM,21/2/2018 4:00
3136,M,1958,40,AM,21/2/2018 4:00
3137,M,1959,40,AM,21/2/2018 4:00
3138,M,1960,40,AM,21/2/2018 4:00
3139,M,1961,40,AM,21/2/2018 4:00
3140,M,1962,40,AM,21/2/2018 4:00
3142,M,1963,40,AM,21/2/2018 4:00
3143,M,1964,40,AM,21/2/2018 4:00
3144,M,1965,40,AM,21/2/2018 4:00
3145,M,1966,40,AM,21/2/2018 4:00
3146,M,1967,40,AM,21/2/2018 4:00
3147,M,1968,40,AM,21/2/2018 4:00
3148,M,1969,40,AM,21/2/2018 4:00
3149,M,1970,40,AM,21/2/2018 4:00
3150,M,1971,40,AM,21/2/2018 4:00
3151,M,1972,40,AM,21/2/2018 4:00
3152,M,1973,40,AM,21/2/2018 4:00
3153,M,1974,40,AM,21/2/2018 4:00
3154,M,1975,40,AM,21/2/2018 4:00
3155,M,1976,40,AM,21/2/2018 4:00
3156,M,1977,40,AM,21/2/2018 4:00
3157,M,1978,40,AM,21/2/2018 4:00
3158,M,1979,40,AM,21/2/2018 4:00
3159,M,1980,40,AM,21/2/2018 4:00
3160,M,1981,40,AM,21/2/2018 4:00
3161,M,1982,40,AM,21/2/2018 4:00
3162,M,1983,40,AM,21/2/2018 4:00
3163,M,1984,40,AM,21/2/2018 4:00
3164,M,1985,40,AM,21/2/2018 4:00
3165,M,1986,40,AM,21/2/2018 4:00
3166,M,1987,40,AM,21/2/2018 4:00
3167,M,1988,40,AM,21/2/2018 4:00
3168,M,1989,40,AM,21/2/2018 4:00
3169,M,1990,40,AM,21/2/2018 4:00
3171,M,1991,40,AM,21/2/2018 4:00
3211,M,1992,40,AM,21/2/2018 4:00
3212,M,1993,40,AM,21/2/2018 4:00
3213,M,1994,40,AM,21/2/2018 4:00
3214,M,1995,40,AM,21/2/2018 4:00
3215,M,1996,40,AM,21/2/2018 4:00
3216,M,1997,40,AM,21/2/2018 4:00
3217,M,1998,40,AM,21/2/2018 4:00
3219,M,1999,40,AM,21/2/2018 4:00
3220,M,2000,40,AM,21/2/2018 4:00
3221,M,2001,40,AM,21/2/2018 4:00
3222,M,2002,40,AM,21/2/2018 4:00
3223,M,2003,40,AM,21/2/2018 4:00
3224,NA,1930,40,AM,21/2/2018 4:00
3225,NA,1933,40,AM,21/2/2018 4:00
3226,NA,1935,40,AM,21/2/2018 4:00
3227,NA,1938,40,AM,21/2/2018 4:00
3228,NA,1939,40,AM,21/2/2018 4:00
3229,NA,1940,40,AM,21/2/2018 4:00
3230,NA,1943,40,AM,21/2/2018 4:00
3231,NA,1944,40,AM,21/2/2018 4:00
3232,NA,1946,40,AM,21/2/2018 4:00
3233,NA,1947,40,AM,21/2/2018 4:00
3234,NA,1948,40,AM,21/2/2018 4:00
3235,NA,1949,40,AM,21/2/2018 4:00
3236,NA,1950,40,AM,21/2/2018 4:00
3237,NA,1951,40,AM,21/2/2018 4:00
3238,NA,1952,40,AM,21/2/2018 4:00
3239,NA,1953,40,AM,21/2/2018 4:00
3240,NA,1954,40,AM,21/2/2018 4:00
3241,NA,1955,40,AM,21/2/2018 4:00
3246,NA,1956,40,AM,21/2/2018 4:00
3267,NA,1957,40,AM,21/2/2018 4:00
3274,NA,1958,40,AM,21/2/2018 4:00
3275,NA,1959,40,AM,21/2/2018 4:00
3276,NA,1960,40,AM,21/2/2018 4:00
3277,NA,1961,40,AM,21/2/2018 4:00
3278,NA,1962,40,AM,21/2/2018 4:00
3279,NA,1963,40,AM,21/2/2018 4:00
3280,NA,1964,40,AM,21/2/2018 4:00
3281,NA,1965,40,AM,21/2/2018 4:00
3282,NA,1966,40,AM,21/2/2018 4:00
3283,NA,1967,40,AM,21/2/2018 4:00
3285,NA,1968,40,AM,21/2/2018 4:00
3286,NA,1969,40,AM,21/2/2018 4:00
3287,NA,1970,40,AM,21/2/2018 4:00
3288,NA,1971,40,AM,21/2/2018 4:00
3289,NA,1972,40,AM,21/2/2018 4:00
3290,NA,1973,40,AM,21/2/2018 4:00
3291,NA,1974,40,AM,21/2/2018 4:00
3293,NA,1975,40,AM,21/2/2018 4:00
3294,NA,1976,40,AM,21/2/2018 4:00
3295,NA,1977,40,AM,21/2/2018 4:00
3296,NA,1978,40,AM,21/2/2018 4:00
3297,NA,1979,40,AM,21/2/2018 4:00
3298,NA,1980,40,AM,21/2/2018 4:00
3299,NA,1981,40,AM,21/2/2018 4:00
3300,NA,1982,40,AM,21/2/2018 4:00
3301,NA,1983,40,AM,21/2/2018 4:00
3302,NA,1984,40,AM,21/2/2018 4:00
3303,NA,1985,40,AM,21/2/2018 4:00
3304,NA,1986,40,AM,21/2/2018 4:00
3305,NA,1987,40,AM,21/2/2018 4:00
3306,NA,1988,40,AM,21/2/2018 4:00
3307,NA,1989,40,AM,21/2/2018 4:00
3308,NA,1991,40,AM,21/2/2018 4:00
3309,NA,1992,40,AM,21/2/2018 4:00
3310,NA,1993,40,AM,21/2/2018 4:00
3346,NA,1994,40,AM,21/2/2018 4:00
3350,NA,1995,40,AM,21/2/2018 4:00
3351,NA,1996,40,AM,21/2/2018 4:00
3354,NA,1997,40,AM,21/2/2018 4:00
3355,NA,1998,40,AM,21/2/2018 4:00
3356,NA,1999,40,AM,21/2/2018 4:00
3357,NA,2000,40,AM,21/2/2018 4:00
3359,NA,2001,40,AM,21/2/2018 4:00
3360,NA,2002,40,AM,21/2/2018 4:00
3361,NA,2013,40,AM,21/2/2018 4:00
3362,NA,NA,883,AM,21/2/2018 3:00
3363,M,NA,97,AM,21/2/2018 3:00
3364,F,1938,40,AM,21/2/2018 3:00
3365,F,1939,40,AM,21/2/2018 3:00
3366,F,1943,40,AM,21/2/2018 3:00
3367,F,1949,40,AM,21/2/2018 3:00
3369,F,1951,40,AM,21/2/2018 3:00
3370,F,1952,40,AM,21/2/2018 3:00
3371,F,1954,40,AM,21/2/2018 3:00
3372,F,1955,40,AM,21/2/2018 3:00
3373,F,1956,40,AM,21/2/2018 3:00
3374,F,1957,40,AM,21/2/2018 3:00
3375,F,1958,40,AM,21/2/2018 3:00
3376,F,1959,40,AM,21/2/2018 3:00
3377,F,1960,40,AM,21/2/2018 3:00
3378,F,1961,40,AM,21/2/2018 3:00
3379,F,1962,40,AM,21/2/2018 3:00
3380,F,1963,40,AM,21/2/2018 3:00
3381,F,1964,40,AM,21/2/2018 3:00
3382,F,1965,40,AM,21/2/2018 3:00
3383,F,1966,40,AM,21/2/2018 3:00
3384,F,1967,40,AM,21/2/2018 3:00
3385,F,1968,40,AM,21/2/2018 3:00
3386,F,1969,40,AM,21/2/2018 3:00
3388,F,1970,40,AM,21/2/2018 3:00
3389,F,1971,40,AM,21/2/2018 3:00
3390,F,1972,40,AM,21/2/2018 3:00
3392,F,1973,40,AM,21/2/2018 3:00
3395,F,1974,40,AM,21/2/2018 3:00
3436,F,1975,40,AM,21/2/2018 3:00
3437,F,1976,40,AM,21/2/2018 3:00
3438,F,1977,40,AM,21/2/2018 3:00
3439,F,1978,40,AM,21/2/2018 3:00
3440,F,1979,40,AM,21/2/2018 3:00
3441,F,1980,40,AM,21/2/2018 3:00
3442,F,1981,40,AM,21/2/2018 3:00
3443,F,1982,40,AM,21/2/2018 3:00
3445,F,1983,40,AM,21/2/2018 3:00
3446,F,1984,40,AM,21/2/2018 3:00
3447,F,1985,40,AM,21/2/2018 3:00
3448,F,1986,40,AM,21/2/2018 3:00
3449,F,1987,40,AM,21/2/2018 3:00
3450,F,1988,40,AM,21/2/2018 3:00
3451,F,1989,40,AM,21/2/2018 3:00
3452,F,1990,40,AM,21/2/2018 3:00
3453,F,1991,40,AM,21/2/2018 3:00
3454,F,1992,40,AM,21/2/2018 3:00
3455,F,1993,40,AM,21/2/2018 3:00
3456,F,1994,40,AM,21/2/2018 3:00
3457,F,1995,40,AM,21/2/2018 3:00
3458,F,1996,40,AM,21/2/2018 3:00
3459,F,1997,40,AM,21/2/2018 3:00
3460,F,1998,40,AM,21/2/2018 3:00
3461,F,1999,40,AM,21/2/2018 3:00
3462,F,NA,40,AM,21/2/2018 3:00
3463,M,1929,40,AM,21/2/2018 3:00
3464,M,1936,40,AM,21/2/2018 3:00
3497,M,1941,40,AM,21/2/2018 3:00
3498,M,1943,40,AM,21/2/2018 3:00
3499,M,1944,40,AM,21/2/2018 3:00
3500,M,1945,40,AM,21/2/2018 3:00
3501,M,1947,40,AM,21/2/2018 3:00
3502,M,1948,40,AM,21/2/2018 3:00
3503,M,1949,40,AM,21/2/2018 3:00
3504,M,1950,40,AM,21/2/2018 3:00
3505,M,1951,40,AM,21/2/2018 3:00
3506,M,1952,40,AM,21/2/2018 3:00
3507,M,1953,40,AM,21/2/2018 3:00
3508,M,1954,40,AM,21/2/2018 3:00
3509,M,1955,40,AM,21/2/2018 3:00
3510,M,1956,40,AM,21/2/2018 3:00
3511,M,1957,40,AM,21/2/2018 3:00
3512,M,1958,40,AM,21/2/2018 3:00
3513,M,1959,40,AM,21/2/2018 3:00
3514,M,1960,40,AM,21/2/2018 3:00
3516,M,1961,40,AM,21/2/2018 3:00
3517,M,1962,40,AM,21/2/2018 3:00
3518,M,1963,40,AM,21/2/2018 3:00
3519,M,1964,40,AM,21/2/2018 3:00
3520,M,1965,40,AM,21/2/2018 3:00
3521,M,1966,40,AM,21/2/2018 3:00
3522,M,1967,40,AM,21/2/2018 3:00
3523,M,1968,40,AM,21/2/2018 3:00
3524,M,1969,40,AM,21/2/2018 3:00
3525,M,1970,40,AM,21/2/2018 3:00
3526,M,1971,40,AM,21/2/2018 3:00
3527,M,1972,40,AM,21/2/2018 3:00
3528,M,1973,40,AM,21/2/2018 3:00
3529,M,1974,40,AM,21/2/2018 3:00
3530,M,1975,40,AM,21/2/2018 3:00
3532,M,1976,40,AM,21/2/2018 3:00
3568,M,1977,40,AM,21/2/2018 3:00
3574,M,1978,40,AM,21/2/2018 3:00
3575,M,1979,40,AM,21/2/2018 3:00
3576,M,1980,40,AM,21/2/2018 3:00
3577,M,1981,40,AM,21/2/2018 3:00
3578,M,1982,40,AM,21/2/2018 3:00
3580,M,1983,40,AM,21/2/2018 3:00
3581,M,1984,40,AM,21/2/2018 3:00
3582,M,1985,40,AM,21/2/2018 3:00
3583,M,1986,40,AM,21/2/2018 3:00
3584,M,1987,40,AM,21/2/2018 3:00
3585,M,1988,40,AM,21/2/2018 3:00
3586,M,1989,40,AM,21/2/2018 3:00
3587,M,1990,40,AM,21/2/2018 3:00
3589,M,1991,40,AM,21/2/2018 3:00
3590,M,1992,40,AM,21/2/2018 3:00
3591,M,1993,40,AM,21/2/2018 3:00
3592,M,1994,40,AM,21/2/2018 3:00
3593,M,1995,40,AM,21/2/2018 3:00
3594,M,1996,40,AM,21/2/2018 3:00
3595,M,1997,40,AM,21/2/2018 3:00
3596,M,1998,40,AM,21/2/2018 3:00
3597,M,1999,40,AM,21/2/2018 3:00
3598,M,2000,40,AM,21/2/2018 3:00
3599,M,2002,40,AM,21/2/2018 3:00
3600,M,2004,40,AM,21/2/2018 3:00
3601,NA,1916,40,AM,21/2/2018 3:00
3602,NA,1936,40,AM,21/2/2018 3:00
