,agent_gender,agent_nationality,agent_year_of_birth,discrete_visit_planningarea,footfall,datetime
0,F,AUS,1967,AM,40,2018-02-21 00:00:00
1,F,AUS,1969,AM,40,2018-02-21 00:00:00
2,F,AUS,1972,AM,40,2018-02-21 00:00:00
3,F,AUS,1973,AM,40,2018-02-21 00:00:00
4,F,AUS,1983,AM,40,2018-02-21 00:00:00
5,F,AUS,1984,AM,40,2018-02-21 00:00:00
6,F,BRN,1985,AM,40,2018-02-21 00:00:00
7,F,CAN,1957,AM,40,2018-02-21 00:00:00
8,F,CHN,1952,AM,40,2018-02-21 00:00:00
9,F,CHN,1953,AM,40,2018-02-21 00:00:00
10,F,CHN,1955,AM,40,2018-02-21 00:00:00
11,F,CHN,1957,AM,40,2018-02-21 00:00:00
12,F,CHN,1958,AM,40,2018-02-21 00:00:00
13,F,CHN,1959,AM,40,2018-02-21 00:00:00
14,F,CHN,1961,AM,40,2018-02-21 00:00:00
15,F,CHN,1963,AM,40,2018-02-21 00:00:00
16,F,CHN,1965,AM,40,2018-02-21 00:00:00
17,F,CHN,1966,AM,40,2018-02-21 00:00:00
18,F,CHN,1967,AM,40,2018-02-21 00:00:00
19,F,CHN,1968,AM,40,2018-02-21 00:00:00
20,F,CHN,1969,AM,40,2018-02-21 00:00:00
21,F,CHN,1970,AM,40,2018-02-21 00:00:00
22,F,CHN,1971,AM,40,2018-02-21 00:00:00
23,F,CHN,1972,AM,40,2018-02-21 00:00:00
24,F,CHN,1973,AM,40,2018-02-21 00:00:00
25,F,CHN,1974,AM,40,2018-02-21 00:00:00
26,F,CHN,1975,AM,40,2018-02-21 00:00:00
27,F,CHN,1976,AM,40,2018-02-21 00:00:00
28,F,CHN,1977,AM,40,2018-02-21 00:00:00
29,F,CHN,1978,AM,40,2018-02-21 00:00:00
30,F,CHN,1979,AM,40,2018-02-21 00:00:00
31,F,CHN,1980,AM,40,2018-02-21 00:00:00
32,F,CHN,1981,AM,40,2018-02-21 00:00:00
33,F,CHN,1982,AM,40,2018-02-21 00:00:00
34,F,CHN,1983,AM,40,2018-02-21 00:00:00
35,F,CHN,1984,AM,40,2018-02-21 00:00:00
36,F,CHN,1985,AM,40,2018-02-21 00:00:00
37,F,CHN,1986,AM,40,2018-02-21 00:00:00
38,F,CHN,1987,AM,40,2018-02-21 00:00:00
39,F,CHN,1988,AM,40,2018-02-21 00:00:00
40,F,CHN,1989,AM,40,2018-02-21 00:00:00
41,F,CHN,1990,AM,40,2018-02-21 00:00:00
42,F,CHN,1991,AM,40,2018-02-21 00:00:00
43,F,CHN,1992,AM,40,2018-02-21 00:00:00
44,F,CHN,1993,AM,40,2018-02-21 00:00:00
45,F,CHN,1994,AM,40,2018-02-21 00:00:00
46,F,CHN,1995,AM,40,2018-02-21 00:00:00
47,F,CHN,1996,AM,40,2018-02-21 00:00:00
48,F,CHN,1997,AM,40,2018-02-21 00:00:00
49,F,CHN,1998,AM,40,2018-02-21 00:00:00
50,F,CHN,1999,AM,40,2018-02-21 00:00:00
51,F,CHN,2000,AM,40,2018-02-21 00:00:00
52,F,CHN,2001,AM,40,2018-02-21 00:00:00
53,F,CHN,2005,AM,40,2018-02-21 00:00:00
54,F,FRA,1977,AM,40,2018-02-21 00:00:00
55,F,FRA,1983,AM,40,2018-02-21 00:00:00
56,F,GBR,1975,AM,40,2018-02-21 00:00:00
57,F,GBR,2000,AM,40,2018-02-21 00:00:00
58,F,IDN,1958,AM,40,2018-02-21 00:00:00
59,F,IDN,1965,AM,40,2018-02-21 00:00:00
60,F,IDN,1967,AM,40,2018-02-21 00:00:00
61,F,IDN,1972,AM,40,2018-02-21 00:00:00
62,F,IDN,1974,AM,40,2018-02-21 00:00:00
63,F,IDN,1975,AM,40,2018-02-21 00:00:00
64,F,IDN,1976,AM,40,2018-02-21 00:00:00
65,F,IDN,1977,AM,40,2018-02-21 00:00:00
66,F,IDN,1979,AM,40,2018-02-21 00:00:00
67,F,IDN,1980,AM,40,2018-02-21 00:00:00
68,F,IDN,1981,AM,40,2018-02-21 00:00:00
69,F,IDN,1982,AM,40,2018-02-21 00:00:00
70,F,IDN,1983,AM,40,2018-02-21 00:00:00
71,F,IDN,1984,AM,40,2018-02-21 00:00:00
72,F,IDN,1985,AM,40,2018-02-21 00:00:00
73,F,IDN,1986,AM,40,2018-02-21 00:00:00
74,F,IDN,1987,AM,40,2018-02-21 00:00:00
75,F,IDN,1988,AM,40,2018-02-21 00:00:00
76,F,IDN,1989,AM,40,2018-02-21 00:00:00
77,F,IDN,1992,AM,40,2018-02-21 00:00:00
78,F,IDN,1993,AM,40,2018-02-21 00:00:00
79,F,IDN,1998,AM,40,2018-02-21 00:00:00
80,F,IDN,1999,AM,40,2018-02-21 00:00:00
81,F,IND,1954,AM,40,2018-02-21 00:00:00
82,F,IND,1962,AM,40,2018-02-21 00:00:00
83,F,IND,1965,AM,40,2018-02-21 00:00:00
84,F,IND,1966,AM,40,2018-02-21 00:00:00
85,F,IND,1968,AM,40,2018-02-21 00:00:00
86,F,IND,1971,AM,40,2018-02-21 00:00:00
87,F,IND,1973,AM,40,2018-02-21 00:00:00
88,F,IND,1974,AM,40,2018-02-21 00:00:00
89,F,IND,1977,AM,40,2018-02-21 00:00:00
90,F,IND,1980,AM,40,2018-02-21 00:00:00
91,F,IND,1981,AM,40,2018-02-21 00:00:00
92,F,IND,1982,AM,40,2018-02-21 00:00:00
93,F,IND,1983,AM,40,2018-02-21 00:00:00
94,F,IND,1984,AM,40,2018-02-21 00:00:00
95,F,IND,1985,AM,40,2018-02-21 00:00:00
96,F,IND,1986,AM,40,2018-02-21 00:00:00
97,F,IND,1987,AM,40,2018-02-21 00:00:00
98,F,IND,1988,AM,40,2018-02-21 00:00:00
99,F,IND,1989,AM,40,2018-02-21 00:00:00
100,F,IND,1990,AM,40,2018-02-21 00:00:00
101,F,IND,1991,AM,40,2018-02-21 00:00:00
102,F,IND,1995,AM,40,2018-02-21 00:00:00
103,F,IND,1996,AM,40,2018-02-21 00:00:00
104,F,JPN,1958,AM,40,2018-02-21 00:00:00
105,F,JPN,1979,AM,40,2018-02-21 00:00:00
106,F,JPN,1995,AM,40,2018-02-21 00:00:00
107,F,KOR,1960,AM,40,2018-02-21 00:00:00
108,F,KOR,1971,AM,40,2018-02-21 00:00:00
109,F,KOR,1974,AM,40,2018-02-21 00:00:00
110,F,KOR,1980,AM,40,2018-02-21 00:00:00
111,F,KOR,1982,AM,40,2018-02-21 00:00:00
112,F,KOR,1991,AM,40,2018-02-21 00:00:00
113,F,KOR,1992,AM,40,2018-02-21 00:00:00
114,F,LKA,1975,AM,40,2018-02-21 00:00:00
115,F,LKA,1986,AM,40,2018-02-21 00:00:00
116,F,MMR,1952,AM,40,2018-02-21 00:00:00
117,F,MMR,1957,AM,40,2018-02-21 00:00:00
118,F,MMR,1965,AM,40,2018-02-21 00:00:00
119,F,MMR,1971,AM,40,2018-02-21 00:00:00
120,F,MMR,1973,AM,40,2018-02-21 00:00:00
121,F,MMR,1974,AM,40,2018-02-21 00:00:00
122,F,MMR,1976,AM,40,2018-02-21 00:00:00
123,F,MMR,1977,AM,40,2018-02-21 00:00:00
124,F,MMR,1978,AM,40,2018-02-21 00:00:00
125,F,MMR,1979,AM,40,2018-02-21 00:00:00
126,F,MMR,1980,AM,40,2018-02-21 00:00:00
127,F,MMR,1981,AM,40,2018-02-21 00:00:00
128,F,MMR,1982,AM,40,2018-02-21 00:00:00
129,F,MMR,1983,AM,40,2018-02-21 00:00:00
130,F,MMR,1984,AM,40,2018-02-21 00:00:00
131,F,MMR,1985,AM,40,2018-02-21 00:00:00
132,F,MMR,1986,AM,40,2018-02-21 00:00:00
133,F,MMR,1987,AM,40,2018-02-21 00:00:00
134,F,MMR,1988,AM,40,2018-02-21 00:00:00
135,F,MMR,1989,AM,40,2018-02-21 00:00:00
136,F,MMR,1990,AM,40,2018-02-21 00:00:00
137,F,MMR,1991,AM,40,2018-02-21 00:00:00
138,F,MMR,1992,AM,40,2018-02-21 00:00:00
139,F,MMR,1993,AM,40,2018-02-21 00:00:00
140,F,MMR,1999,AM,40,2018-02-21 00:00:00
141,F,MMR,2000,AM,40,2018-02-21 00:00:00
142,F,MYS,1943,AM,40,2018-02-21 00:00:00
143,F,MYS,1954,AM,40,2018-02-21 00:00:00
144,F,MYS,1955,AM,40,2018-02-21 00:00:00
145,F,MYS,1962,AM,40,2018-02-21 00:00:00
146,F,MYS,1963,AM,40,2018-02-21 00:00:00
147,F,MYS,1964,AM,40,2018-02-21 00:00:00
148,F,MYS,1965,AM,40,2018-02-21 00:00:00
149,F,MYS,1966,AM,40,2018-02-21 00:00:00
150,F,MYS,1967,AM,40,2018-02-21 00:00:00
151,F,MYS,1968,AM,40,2018-02-21 00:00:00
152,F,MYS,1969,AM,40,2018-02-21 00:00:00
153,F,MYS,1970,AM,40,2018-02-21 00:00:00
154,F,MYS,1971,AM,40,2018-02-21 00:00:00
155,F,MYS,1972,AM,40,2018-02-21 00:00:00
156,F,MYS,1973,AM,40,2018-02-21 00:00:00
157,F,MYS,1974,AM,40,2018-02-21 00:00:00
158,F,MYS,1975,AM,40,2018-02-21 00:00:00
159,F,MYS,1976,AM,40,2018-02-21 00:00:00
160,F,MYS,1977,AM,40,2018-02-21 00:00:00
161,F,MYS,1978,AM,40,2018-02-21 00:00:00
162,F,MYS,1979,AM,40,2018-02-21 00:00:00
163,F,MYS,1980,AM,40,2018-02-21 00:00:00
164,F,MYS,1981,AM,40,2018-02-21 00:00:00
165,F,MYS,1982,AM,40,2018-02-21 00:00:00
166,F,MYS,1983,AM,40,2018-02-21 00:00:00
167,F,MYS,1984,AM,40,2018-02-21 00:00:00
168,F,MYS,1985,AM,40,2018-02-21 00:00:00
169,F,MYS,1986,AM,40,2018-02-21 00:00:00
170,F,MYS,1987,AM,40,2018-02-21 00:00:00
171,F,MYS,1988,AM,40,2018-02-21 00:00:00
172,F,MYS,1989,AM,40,2018-02-21 00:00:00
173,F,MYS,1990,AM,40,2018-02-21 00:00:00
174,F,MYS,1991,AM,40,2018-02-21 00:00:00
175,F,MYS,1992,AM,40,2018-02-21 00:00:00
176,F,MYS,1993,AM,40,2018-02-21 00:00:00
177,F,MYS,1994,AM,40,2018-02-21 00:00:00
178,F,MYS,1995,AM,40,2018-02-21 00:00:00
179,F,MYS,1996,AM,40,2018-02-21 00:00:00
180,F,MYS,1997,AM,40,2018-02-21 00:00:00
181,F,MYS,1998,AM,40,2018-02-21 00:00:00
182,F,MYS,1999,AM,40,2018-02-21 00:00:00
183,F,MYS,2002,AM,40,2018-02-21 00:00:00
184,F,MYS,2003,AM,40,2018-02-21 00:00:00
185,F,NA,1939,AM,40,2018-02-21 00:00:00
186,F,NA,1944,AM,40,2018-02-21 00:00:00
187,F,NA,1947,AM,40,2018-02-21 00:00:00
188,F,NA,1948,AM,40,2018-02-21 00:00:00
189,F,NA,1950,AM,40,2018-02-21 00:00:00
190,F,NA,1951,AM,40,2018-02-21 00:00:00
191,F,NA,1952,AM,40,2018-02-21 00:00:00
192,F,NA,1953,AM,40,2018-02-21 00:00:00
193,F,NA,1955,AM,40,2018-02-21 00:00:00
194,F,NA,1956,AM,40,2018-02-21 00:00:00
195,F,NA,1957,AM,40,2018-02-21 00:00:00
196,F,NA,1958,AM,40,2018-02-21 00:00:00
197,F,NA,1959,AM,40,2018-02-21 00:00:00
198,F,NA,1960,AM,40,2018-02-21 00:00:00
199,F,NA,1961,AM,40,2018-02-21 00:00:00
200,F,NA,1962,AM,40,2018-02-21 00:00:00
201,F,NA,1963,AM,40,2018-02-21 00:00:00
202,F,NA,1964,AM,40,2018-02-21 00:00:00
203,F,NA,1966,AM,40,2018-02-21 00:00:00
204,F,NA,1967,AM,40,2018-02-21 00:00:00
205,F,NA,1968,AM,40,2018-02-21 00:00:00
206,F,NA,1969,AM,40,2018-02-21 00:00:00
207,F,NA,1970,AM,40,2018-02-21 00:00:00
208,F,NA,1971,AM,40,2018-02-21 00:00:00
209,F,NA,1972,AM,40,2018-02-21 00:00:00
210,F,NA,1973,AM,40,2018-02-21 00:00:00
211,F,NA,1974,AM,40,2018-02-21 00:00:00
212,F,NA,1975,AM,40,2018-02-21 00:00:00
213,F,NA,1976,AM,40,2018-02-21 00:00:00
214,F,NA,1977,AM,40,2018-02-21 00:00:00
215,F,NA,1978,AM,40,2018-02-21 00:00:00
216,F,NA,1979,AM,40,2018-02-21 00:00:00
217,F,NA,1980,AM,40,2018-02-21 00:00:00
218,F,NA,1981,AM,40,2018-02-21 00:00:00
219,F,NA,1982,AM,40,2018-02-21 00:00:00
220,F,NA,1983,AM,40,2018-02-21 00:00:00
221,F,NA,1984,AM,40,2018-02-21 00:00:00
222,F,NA,1985,AM,40,2018-02-21 00:00:00
223,F,NA,1986,AM,40,2018-02-21 00:00:00
224,F,NA,1987,AM,40,2018-02-21 00:00:00
225,F,NA,1988,AM,43,2018-02-21 00:00:00
226,F,NA,1989,AM,40,2018-02-21 00:00:00
227,F,NA,1990,AM,40,2018-02-21 00:00:00
228,F,NA,1991,AM,40,2018-02-21 00:00:00
229,F,NA,1992,AM,40,2018-02-21 00:00:00
230,F,NA,1993,AM,40,2018-02-21 00:00:00
231,F,NA,1994,AM,40,2018-02-21 00:00:00
232,F,NA,1995,AM,40,2018-02-21 00:00:00
233,F,NA,1996,AM,40,2018-02-21 00:00:00
234,F,NA,1997,AM,40,2018-02-21 00:00:00
235,F,NA,2001,AM,40,2018-02-21 00:00:00
236,F,NA,2002,AM,40,2018-02-21 00:00:00
237,F,NA,2003,AM,40,2018-02-21 00:00:00
238,F,NA,2004,AM,40,2018-02-21 00:00:00
239,F,NA,2015,AM,40,2018-02-21 00:00:00
240,F,NA,NA,AM,40,2018-02-21 00:00:00
241,F,NZL,1977,AM,40,2018-02-21 00:00:00
242,F,PAK,1985,AM,40,2018-02-21 00:00:00
243,F,PHL,1962,AM,40,2018-02-21 00:00:00
244,F,PHL,1964,AM,40,2018-02-21 00:00:00
245,F,PHL,1965,AM,40,2018-02-21 00:00:00
246,F,PHL,1968,AM,40,2018-02-21 00:00:00
247,F,PHL,1969,AM,40,2018-02-21 00:00:00
248,F,PHL,1970,AM,40,2018-02-21 00:00:00
249,F,PHL,1971,AM,40,2018-02-21 00:00:00
250,F,PHL,1972,AM,40,2018-02-21 00:00:00
251,F,PHL,1973,AM,40,2018-02-21 00:00:00
252,F,PHL,1974,AM,40,2018-02-21 00:00:00
253,F,PHL,1975,AM,40,2018-02-21 00:00:00
254,F,PHL,1976,AM,40,2018-02-21 00:00:00
255,F,PHL,1977,AM,40,2018-02-21 00:00:00
256,F,PHL,1978,AM,40,2018-02-21 00:00:00
257,F,PHL,1979,AM,40,2018-02-21 00:00:00
258,F,PHL,1980,AM,40,2018-02-21 00:00:00
259,F,PHL,1981,AM,40,2018-02-21 00:00:00
260,F,PHL,1982,AM,40,2018-02-21 00:00:00
261,F,PHL,1983,AM,40,2018-02-21 00:00:00
262,F,PHL,1984,AM,40,2018-02-21 00:00:00
263,F,PHL,1985,AM,40,2018-02-21 00:00:00
264,F,PHL,1986,AM,40,2018-02-21 00:00:00
265,F,PHL,1987,AM,40,2018-02-21 00:00:00
266,F,PHL,1988,AM,40,2018-02-21 00:00:00
267,F,PHL,1989,AM,40,2018-02-21 00:00:00
268,F,PHL,1990,AM,40,2018-02-21 00:00:00
269,F,PHL,1991,AM,40,2018-02-21 00:00:00
270,F,PHL,1992,AM,40,2018-02-21 00:00:00
271,F,PHL,1993,AM,40,2018-02-21 00:00:00
272,F,PHL,1997,AM,40,2018-02-21 00:00:00
273,F,PHL,1999,AM,40,2018-02-21 00:00:00
274,F,PHL,2000,AM,40,2018-02-21 00:00:00
275,F,PHL,2001,AM,40,2018-02-21 00:00:00
276,F,SGP,1925,AM,40,2018-02-21 00:00:00
277,F,SGP,1926,AM,40,2018-02-21 00:00:00
278,F,SGP,1930,AM,40,2018-02-21 00:00:00
279,F,SGP,1932,AM,40,2018-02-21 00:00:00
280,F,SGP,1933,AM,40,2018-02-21 00:00:00
281,F,SGP,1934,AM,40,2018-02-21 00:00:00
282,F,SGP,1935,AM,40,2018-02-21 00:00:00
283,F,SGP,1936,AM,40,2018-02-21 00:00:00
284,F,SGP,1937,AM,40,2018-02-21 00:00:00
285,F,SGP,1938,AM,40,2018-02-21 00:00:00
286,F,SGP,1939,AM,40,2018-02-21 00:00:00
287,F,SGP,1940,AM,40,2018-02-21 00:00:00
288,F,SGP,1941,AM,40,2018-02-21 00:00:00
289,F,SGP,1942,AM,40,2018-02-21 00:00:00
290,F,SGP,1943,AM,40,2018-02-21 00:00:00
291,F,SGP,1944,AM,40,2018-02-21 00:00:00
292,F,SGP,1945,AM,40,2018-02-21 00:00:00
293,F,SGP,1946,AM,49,2018-02-21 00:00:00
294,F,SGP,1947,AM,50,2018-02-21 00:00:00
295,F,SGP,1948,AM,47,2018-02-21 00:00:00
296,F,SGP,1949,AM,68,2018-02-21 00:00:00
297,F,SGP,1950,AM,74,2018-02-21 00:00:00
298,F,SGP,1951,AM,77,2018-02-21 00:00:00
299,F,SGP,1952,AM,123,2018-02-21 00:00:00
300,F,SGP,1953,AM,134,2018-02-21 00:00:00
301,F,SGP,1954,AM,132,2018-02-21 00:00:00
302,F,SGP,1955,AM,166,2018-02-21 00:00:00
303,F,SGP,1956,AM,215,2018-02-21 00:00:00
304,F,SGP,1957,AM,236,2018-02-21 00:00:00
305,F,SGP,1958,AM,235,2018-02-21 00:00:00
306,F,SGP,1959,AM,259,2018-02-21 00:00:00
307,F,SGP,1960,AM,238,2018-02-21 00:00:00
308,F,SGP,1961,AM,261,2018-02-21 00:00:00
309,F,SGP,1962,AM,300,2018-02-21 00:00:00
310,F,SGP,1963,AM,261,2018-02-21 00:00:00
311,F,SGP,1964,AM,286,2018-02-21 00:00:00
312,F,SGP,1965,AM,305,2018-02-21 00:00:00
313,F,SGP,1966,AM,265,2018-02-21 00:00:00
314,F,SGP,1967,AM,305,2018-02-21 00:00:00
315,F,SGP,1968,AM,428,2018-02-21 00:00:00
316,F,SGP,1969,AM,394,2018-02-21 00:00:00
317,F,SGP,1970,AM,421,2018-02-21 00:00:00
318,F,SGP,1971,AM,375,2018-02-21 00:00:00
319,F,SGP,1972,AM,419,2018-02-21 00:00:00
320,F,SGP,1973,AM,402,2018-02-21 00:00:00
321,F,SGP,1974,AM,308,2018-02-21 00:00:00
322,F,SGP,1975,AM,286,2018-02-21 00:00:00
323,F,SGP,1976,AM,274,2018-02-21 00:00:00
324,F,SGP,1977,AM,271,2018-02-21 00:00:00
325,F,SGP,1978,AM,252,2018-02-21 00:00:00
326,F,SGP,1979,AM,267,2018-02-21 00:00:00
327,F,SGP,1980,AM,212,2018-02-21 00:00:00
328,F,SGP,1981,AM,263,2018-02-21 00:00:00
329,F,SGP,1982,AM,251,2018-02-21 00:00:00
330,F,SGP,1983,AM,211,2018-02-21 00:00:00
331,F,SGP,1984,AM,242,2018-02-21 00:00:00
332,F,SGP,1985,AM,224,2018-02-21 00:00:00
333,F,SGP,1986,AM,174,2018-02-21 00:00:00
334,F,SGP,1987,AM,208,2018-02-21 00:00:00
335,F,SGP,1988,AM,252,2018-02-21 00:00:00
336,F,SGP,1989,AM,207,2018-02-21 00:00:00
337,F,SGP,1990,AM,212,2018-02-21 00:00:00
338,F,SGP,1991,AM,232,2018-02-21 00:00:00
339,F,SGP,1992,AM,208,2018-02-21 00:00:00
340,F,SGP,1993,AM,275,2018-02-21 00:00:00
341,F,SGP,1994,AM,201,2018-02-21 00:00:00
342,F,SGP,1995,AM,173,2018-02-21 00:00:00
343,F,SGP,1996,AM,154,2018-02-21 00:00:00
344,F,SGP,1997,AM,124,2018-02-21 00:00:00
345,F,SGP,1998,AM,131,2018-02-21 00:00:00
346,F,SGP,1999,AM,117,2018-02-21 00:00:00
347,F,SGP,2000,AM,84,2018-02-21 00:00:00
348,F,SGP,2001,AM,45,2018-02-21 00:00:00
349,F,SGP,2002,AM,40,2018-02-21 00:00:00
350,F,SGP,2003,AM,40,2018-02-21 00:00:00
351,F,SGP,2004,AM,40,2018-02-21 00:00:00
352,F,SGP,2005,AM,40,2018-02-21 00:00:00
353,F,SGP,2006,AM,40,2018-02-21 00:00:00
354,F,SGP,2008,AM,40,2018-02-21 00:00:00
355,F,SGP,2013,AM,40,2018-02-21 00:00:00
356,F,SGP,2015,AM,40,2018-02-21 00:00:00
357,F,SGP,NA,AM,1677,2018-02-21 00:00:00
358,F,THA,1976,AM,40,2018-02-21 00:00:00
359,F,THA,1980,AM,40,2018-02-21 00:00:00
360,F,THA,1981,AM,40,2018-02-21 00:00:00
361,F,THA,1989,AM,40,2018-02-21 00:00:00
362,F,THA,1991,AM,40,2018-02-21 00:00:00
363,F,TWN,1965,AM,40,2018-02-21 00:00:00
364,F,TWN,1977,AM,40,2018-02-21 00:00:00
365,F,TWN,1979,AM,40,2018-02-21 00:00:00
366,F,TWN,1982,AM,40,2018-02-21 00:00:00
367,F,TWN,1985,AM,40,2018-02-21 00:00:00
368,F,TWN,1992,AM,40,2018-02-21 00:00:00
369,F,TWN,1993,AM,40,2018-02-21 00:00:00
370,F,TWN,1998,AM,40,2018-02-21 00:00:00
371,F,USA,1948,AM,40,2018-02-21 00:00:00
372,F,USA,1952,AM,40,2018-02-21 00:00:00
373,F,USA,1955,AM,40,2018-02-21 00:00:00
374,F,USA,1962,AM,40,2018-02-21 00:00:00
375,F,USA,1964,AM,40,2018-02-21 00:00:00
376,F,USA,1965,AM,40,2018-02-21 00:00:00
377,F,USA,1969,AM,40,2018-02-21 00:00:00
378,F,USA,1972,AM,40,2018-02-21 00:00:00
379,F,USA,1981,AM,40,2018-02-21 00:00:00
380,F,USA,1983,AM,40,2018-02-21 00:00:00
381,F,USA,1984,AM,40,2018-02-21 00:00:00
382,F,USA,1985,AM,40,2018-02-21 00:00:00
383,F,USA,1986,AM,40,2018-02-21 00:00:00
384,F,USA,1987,AM,40,2018-02-21 00:00:00
385,F,USA,1989,AM,40,2018-02-21 00:00:00
386,F,USA,1993,AM,40,2018-02-21 00:00:00
387,F,VNM,1970,AM,40,2018-02-21 00:00:00
388,F,VNM,1977,AM,40,2018-02-21 00:00:00
389,F,VNM,1979,AM,40,2018-02-21 00:00:00
390,F,VNM,1980,AM,40,2018-02-21 00:00:00
391,F,VNM,1982,AM,40,2018-02-21 00:00:00
392,F,VNM,1983,AM,40,2018-02-21 00:00:00
393,F,VNM,1985,AM,40,2018-02-21 00:00:00
394,F,VNM,1987,AM,40,2018-02-21 00:00:00
395,F,VNM,1988,AM,40,2018-02-21 00:00:00
396,F,VNM,1989,AM,40,2018-02-21 00:00:00
397,F,VNM,1990,AM,40,2018-02-21 00:00:00
398,M,AUS,1956,AM,40,2018-02-21 00:00:00
399,M,AUS,1965,AM,40,2018-02-21 00:00:00
400,M,AUS,1968,AM,40,2018-02-21 00:00:00
401,M,AUS,1972,AM,40,2018-02-21 00:00:00
402,M,AUS,1976,AM,40,2018-02-21 00:00:00
403,M,AUS,1977,AM,40,2018-02-21 00:00:00
404,M,AUS,1980,AM,40,2018-02-21 00:00:00
405,M,AUS,1981,AM,40,2018-02-21 00:00:00
406,M,AUS,1982,AM,40,2018-02-21 00:00:00
407,M,AUS,1983,AM,40,2018-02-21 00:00:00
408,M,AUS,NA,AM,40,2018-02-21 00:00:00
409,M,BGD,1973,AM,40,2018-02-21 00:00:00
410,M,BGD,1989,AM,40,2018-02-21 00:00:00
411,M,BRN,1994,AM,40,2018-02-21 00:00:00
412,M,CAN,1967,AM,40,2018-02-21 00:00:00
413,M,CAN,1982,AM,40,2018-02-21 00:00:00
414,M,CAN,1987,AM,40,2018-02-21 00:00:00
415,M,CAN,1988,AM,40,2018-02-21 00:00:00
416,M,CHN,1941,AM,40,2018-02-21 00:00:00
417,M,CHN,1951,AM,40,2018-02-21 00:00:00
418,M,CHN,1956,AM,40,2018-02-21 00:00:00
419,M,CHN,1957,AM,40,2018-02-21 00:00:00
420,M,CHN,1963,AM,40,2018-02-21 00:00:00
421,M,CHN,1964,AM,40,2018-02-21 00:00:00
422,M,CHN,1966,AM,40,2018-02-21 00:00:00
423,M,CHN,1967,AM,40,2018-02-21 00:00:00
424,M,CHN,1968,AM,40,2018-02-21 00:00:00
425,M,CHN,1969,AM,40,2018-02-21 00:00:00
426,M,CHN,1970,AM,40,2018-02-21 00:00:00
427,M,CHN,1971,AM,40,2018-02-21 00:00:00
428,M,CHN,1972,AM,40,2018-02-21 00:00:00
429,M,CHN,1973,AM,40,2018-02-21 00:00:00
430,M,CHN,1974,AM,40,2018-02-21 00:00:00
431,M,CHN,1975,AM,40,2018-02-21 00:00:00
432,M,CHN,1976,AM,40,2018-02-21 00:00:00
433,M,CHN,1977,AM,40,2018-02-21 00:00:00
434,M,CHN,1978,AM,40,2018-02-21 00:00:00
435,M,CHN,1979,AM,40,2018-02-21 00:00:00
436,M,CHN,1980,AM,40,2018-02-21 00:00:00
437,M,CHN,1981,AM,40,2018-02-21 00:00:00
438,M,CHN,1982,AM,40,2018-02-21 00:00:00
439,M,CHN,1983,AM,40,2018-02-21 00:00:00
440,M,CHN,1984,AM,40,2018-02-21 00:00:00
441,M,CHN,1985,AM,40,2018-02-21 00:00:00
442,M,CHN,1986,AM,40,2018-02-21 00:00:00
443,M,CHN,1987,AM,40,2018-02-21 00:00:00
444,M,CHN,1988,AM,40,2018-02-21 00:00:00
445,M,CHN,1989,AM,40,2018-02-21 00:00:00
446,M,CHN,1990,AM,40,2018-02-21 00:00:00
447,M,CHN,1991,AM,40,2018-02-21 00:00:00
448,M,CHN,1992,AM,40,2018-02-21 00:00:00
449,M,CHN,1993,AM,40,2018-02-21 00:00:00
450,M,CHN,1994,AM,40,2018-02-21 00:00:00
451,M,CHN,1995,AM,40,2018-02-21 00:00:00
452,M,CHN,1996,AM,40,2018-02-21 00:00:00
453,M,CHN,1997,AM,40,2018-02-21 00:00:00
454,M,CHN,1998,AM,40,2018-02-21 00:00:00
455,M,CHN,1999,AM,40,2018-02-21 00:00:00
456,M,CHN,2000,AM,40,2018-02-21 00:00:00
457,M,CHN,2001,AM,40,2018-02-21 00:00:00
458,M,CHN,2004,AM,40,2018-02-21 00:00:00
459,M,FRA,1956,AM,40,2018-02-21 00:00:00
460,M,FRA,1963,AM,40,2018-02-21 00:00:00
461,M,FRA,1964,AM,40,2018-02-21 00:00:00
462,M,FRA,1966,AM,40,2018-02-21 00:00:00
463,M,FRA,1967,AM,40,2018-02-21 00:00:00
464,M,FRA,1969,AM,40,2018-02-21 00:00:00
465,M,FRA,1970,AM,40,2018-02-21 00:00:00
466,M,FRA,1972,AM,40,2018-02-21 00:00:00
467,M,FRA,1974,AM,40,2018-02-21 00:00:00
468,M,FRA,1975,AM,40,2018-02-21 00:00:00
469,M,FRA,1976,AM,40,2018-02-21 00:00:00
470,M,FRA,1977,AM,40,2018-02-21 00:00:00
471,M,FRA,1979,AM,40,2018-02-21 00:00:00
472,M,FRA,1981,AM,40,2018-02-21 00:00:00
473,M,FRA,1986,AM,40,2018-02-21 00:00:00
474,M,GBR,1956,AM,40,2018-02-21 00:00:00
475,M,GBR,1958,AM,40,2018-02-21 00:00:00
476,M,GBR,1964,AM,40,2018-02-21 00:00:00
477,M,GBR,1966,AM,40,2018-02-21 00:00:00
478,M,GBR,1977,AM,40,2018-02-21 00:00:00
479,M,GBR,1979,AM,40,2018-02-21 00:00:00
480,M,GBR,1980,AM,40,2018-02-21 00:00:00
481,M,GBR,1982,AM,40,2018-02-21 00:00:00
482,M,GBR,1984,AM,40,2018-02-21 00:00:00
483,M,GBR,NA,AM,40,2018-02-21 00:00:00
